Model	OTU ID	Estimate	q-value	taxonomy
NB	OTU_9	-0.124597573602516	0.00168327919769051	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Streptococcaceae: g__Streptococcus: s__
NB	OTU_263	-0.159742019942972	0.00150101185238889	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Chlorophyta: f__: g__: s__
NB	OTU_160	0.527671620405966	2.13243770577447e-07	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Bacteroidaceae: g__Bacteroides: s__
NB	OTU_23	-0.518080943780447	4.49862649449439e-07	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Bartonellaceae: g__: s__
NB	OTU_44060	-0.0884284139003043	0.0282217703920707	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__epidermidis
NB	OTU_1022	0.267502858874536	0.000373276638321707	k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__[Weeksellaceae]: g__Chryseobacterium: s__
NB	OTU_48422	-0.0818903893241086	0.0384569626784093	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus
NB	OTU_45903	0.479772506341812	6.68048738269407e-11	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Caulobacterales: f__Caulobacteraceae: g__: s__
NB	OTU_421	0.42080750443794	0.00323846349798426	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Porphyromonadaceae: g__Dysgonomonas: s__
NB	OTU_37476	0.229383832010727	0.00244270610848495	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Streptococcaceae: g__Streptococcus: s__
NB	OTU_48718	0.127626659034994	0.0467371739174197	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__lwoffii
NB	OTU_27	-0.106347904654352	0.0148497638319802	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Veillonellaceae: g__Veillonella: s__dispar
NB	OTU_879	0.196811529116431	0.0109551919711362	k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Ureaplasma: s__
NB	OTU_340	-0.212481237905196	0.00876845603530698	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__mitochondria: g__: s__
NB	OTU_47162	-0.134429656553826	0.00713808018357279	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__sciuri
NB	OTU_231	-0.295251149812989	0.00576406666894142	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodospirillales: f__Rhodospirillaceae: g__: s__
NB	OTU_43435	-0.117872230893061	0.00297506067351829	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Planococcaceae: g__: s__
NB	OTU_241	0.179119649863265	0.0202779565457829	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Lachnospiraceae: g__Blautia: s__producta
NB	OTU_5534	-0.205776118173829	0.00158419825309701	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Pseudomonadaceae: g__Pseudomonas
NB	OTU_676	0.972008655600103	9.55741687090757e-26	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Porphyromonadaceae: g__Paludibacter: s__
NB	OTU_41234	-0.102792531277593	0.00532643585124067	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__
NB	OTU_1351	0.37922929344677	0.00163877531991457	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__: g__: s__
NB	OTU_49752	-0.0888490042021327	0.0131026166609922	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__
NB	OTU_16827	0.238467085185	0.0234618966952128	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Lachnospiraceae: g__: s__
NB	OTU_378	0.479279734214388	9.67250793992908e-05	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__S24-7: g__: s__
NB	OTU_208	0.190277562534098	0.00770165679067181	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Clostridiaceae: g__Clostridium
ZINB	OTU_188	0.455720573583954	0.0262939772895978	k__Bacteria: p__Firmicutes: c__Erysipelotrichi: o__Erysipelotrichales: f__Erysipelotrichaceae: g__Allobaculum: s__
NB	OTU_51051	-0.0956822018951608	0.00228973828319254	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__aureus
NB	OTU_32	0.663990339845282	6.70687131636115e-32	k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Blattabacteriaceae: g__Blattabacterium: s__
NB	OTU_470	-0.300106365094939	0.000174696609850359	Unassigned
NB	OTU_202	0.347914543393339	2.06256000981011e-06	k__Bacteria: p__Fusobacteria: c__Fusobacteriia: o__Fusobacteriales: f__Fusobacteriaceae: g__Fusobacterium: s__
NB	OTU_49535	-0.100647598703793	0.00290940562687046	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus
NB	OTU_508	0.422138628797554	0.047157950634679	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Rikenellaceae: g__: s__
NB	OTU_11464	0.3352090921454	4.40382588240243e-05	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__: s__
NB	OTU_42313	-0.107938412047105	0.0261719106861099	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Streptophyta: f__: g__: s__
NB	OTU_659	0.882063832754643	2.29599216050802e-17	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Porphyromonadaceae: g__Parabacteroides: s__
NB	OTU_335	0.405911364288179	2.22057283488057e-05	k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__[Weeksellaceae]: g__Wautersiella: s__
NB	OTU_38033	-0.368001469099429	3.04308289452948e-09	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus
NB	OTU_40442	0.184250408747665	0.00357625225022456	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Bacillaceae: g__Bacillus: s__
NB	OTU_43420	-0.367636156597015	1.07925954718747e-07	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Streptophyta: f__: g__: s__
NB	OTU_5004	0.74786595842815	7.60092987921121e-07	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Rikenellaceae: g__: s__
NB	OTU_477	0.242513391968845	0.0011052597655337	k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__[Weeksellaceae]: g__Cloacibacterium: s__
NB	OTU_526	0.24586888760911	0.044108709497026	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Veillonellaceae: g__Veillonella: s__dispar
NB	OTU_1277	-0.236896236062236	2.95567998251886e-07	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Streptophyta: f__: g__: s__
NB	OTU_19178	0.993721626059419	8.20724478293323e-19	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Porphyromonadaceae: g__Paludibacter: s__
NB	OTU_79	0.316472111043116	1.64502861949474e-10	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Sphingomonadales: f__Sphingomonadaceae: g__Sphingomonas: s__yabuuchiae
NB	OTU_560	0.410882510972365	6.49005947505891e-06	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Brucellaceae: g__: s__
NB	OTU_117	0.347560984334181	1.67288095771365e-09	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__: s__
NB	OTU_1218	0.981219716503489	6.18840577849201e-21	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Christensenellaceae: g__: s__
NB	OTU_121	0.416785835581221	3.49763236019376e-06	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__[Chromatiaceae]
NB	OTU_42	0.242345840766311	0.000139329662227338	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__: s__
NB	OTU_46506	-0.109450959858026	0.000638846242338851	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae
NB	OTU_14744	0.545891276962962	0.0139188680889617	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Lachnospiraceae: g__Dorea: s__
NB	OTU_21068	0.271448282396808	0.038359875688123	k__Bacteria: p__[Thermi]: c__Deinococci: o__Deinococcales: f__Deinococcaceae: g__Deinococcus: s__
NB	OTU_403	0.904477327524886	2.01656135147835e-16	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Bacteroidaceae: g__Bacteroides: s__
NB	OTU_2218	0.162128651965753	0.00507058942878498	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Micrococcaceae: g__Arthrobacter: s__
NB	OTU_13513	0.176199374294254	0.000994687801819831	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__
NB	OTU_290	0.163465047859443	0.00106722162025727	k__Bacteria: p__Bacteroidetes: c__Cytophagia: o__Cytophagales: f__Cytophagaceae: g__Hymenobacter: s__
NB	OTU_28442	0.311561769823352	0.0130228990788678	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Porphyromonadaceae: g__Parabacteroides: s__
NB	OTU_45387	-0.14341314121908	0.00521858783994705	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Streptophyta: f__: g__: s__
NB	OTU_43433	0.246949805202643	0.0384945931708075	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Enterobacteriales: f__Enterobacteriaceae: g__Serratia: s__marcescens
NB	OTU_3617	0.316887317218244	3.18661621803943e-05	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae
NB	OTU_237	0.275975054177862	5.26112789592403e-08	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Bradyrhizobiaceae: g__: s__
NB	OTU_15566	-0.150914961400187	0.00578292742866929	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Streptophyta: f__: g__: s__
NB	OTU_3600	0.821574319053579	1.4108196461048e-15	k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfovibrionales: f__Desulfovibrionaceae: g__: s__
NB	OTU_54	0.230918809233905	0.00154401576611869	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Sphingomonadales: f__Sphingomonadaceae: g__Sphingobium: s__
NB	OTU_71	-0.129241979764307	0.0132752701167323	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Veillonellaceae: g__Veillonella: s__
NB	OTU_15442	-0.101494308640533	0.0172711150135287	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__
NB	OTU_46818	-0.10008273890243	0.00481727686390257	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__
NB	OTU_32251	-0.164310621164917	0.0260435208687565	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__
NB	OTU_14087	0.501614895629549	0.00365047570413495	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__: g__: s__
NB	OTU_15787	-0.153796036345991	0.0181612323451573	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Pseudomonadaceae: g__Pseudomonas
NB	OTU_38391	-0.112408663429825	0.00133452990499596	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__
NB	OTU_41874	-0.132415266789736	0.0217230610846319	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Corynebacteriaceae: g__Corynebacterium: s__
NB	OTU_1080	0.405185513992131	0.00341402648229394	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__[Odoribacteraceae]: g__Butyricimonas: s__
NB	OTU_104	0.229299991850103	0.0118702821822892	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Clostridiaceae: g__Clostridium: s__hiranonis
NB	OTU_1597	0.665997644339863	4.02858300437374e-06	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Rikenellaceae: g__: s__
NB	OTU_33632	-0.135377512130688	0.0492469288669935	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Pseudomonadaceae: g__Pseudomonas: s__fragi
NB	OTU_133	0.297606867336138	0.000275723337591947	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Veillonellaceae: g__Megamonas: s__
NB	OTU_26140	-0.132631232866438	0.0084526962140009	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Streptococcaceae: g__Streptococcus: s__
NB	OTU_313	-0.18861062605676	0.0180658784529664	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Chlorophyta: f__: g__: s__
NB	OTU_45361	-0.114701244342475	0.00029198477434171	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__
NB	OTU_22095	0.109288763927108	0.0111612656181966	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__: g__: s__
NB	OTU_646	0.490953596212762	0.00517284197960026	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__[Odoribacteraceae]: g__Odoribacter: s__
NB	OTU_584	-0.152326446198219	0.00404159724862015	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Microbacteriaceae: g__Salinibacterium
NB	OTU_1053	0.243676745206672	0.000875790662887065	k__Bacteria: p__Verrucomicrobia: c__[Spartobacteria]: o__[Chthoniobacterales]: f__[Chthoniobacteraceae]: g__Candidatus Xiphinematobacter: s__
NB	OTU_536	0.161914604730236	0.000621703236492612	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__Paracoccus: s__
NB	OTU_567	0.468884005651396	0.000121484219345801	Unassigned
NB	OTU_78	0.215636476053726	0.00102704594226124	k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__[Weeksellaceae]: g__Chryseobacterium: s__
NB	OTU_42436	-0.099028805036926	0.00218833051244842	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales
NB	OTU_25237	0.128068521142181	0.0331587796671448	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Enterobacteriales: f__Enterobacteriaceae: g__: s__
NB	OTU_338	0.5756785847109	3.54914494459112e-05	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__S24-7: g__: s__
NB	OTU_35489	-0.136942483452912	0.02372667207862	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Veillonellaceae: g__Veillonella: s__dispar
NB	OTU_36557	0.190916651705502	0.00323713386446406	k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Burkholderiales: f__Comamonadaceae: g__Comamonas: s__
NB	OTU_452	0.264248665968386	0.000162927060913735	k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Burkholderiales: f__Alcaligenaceae: g__: s__
NB	OTU_774	0.436500509876166	1.02263641410378e-10	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Micrococcaceae: g__: s__
NB	OTU_242	0.466264215920666	1.53762891947385e-05	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Porphyromonadaceae: g__Parabacteroides: s__
NB	OTU_651	-0.194712170702392	0.0221834091534312	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__
NB	OTU_697	0.419896377384851	0.000435082783912625	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__: g__: s__
NB	OTU_37210	-0.106169968056701	0.0278784840652551	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Streptophyta: f__: g__: s__
NB	OTU_45604	0.185429332898532	0.0263625368461483	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Streptococcaceae: g__Streptococcus: s__
NB	OTU_1134	0.609650234983201	4.56819667374793e-12	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Ruminococcaceae: g__: s__
NB	OTU_25641	-0.362953624027682	2.55176930303588e-06	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Methylobacteriaceae: g__Methylobacterium: s__
NB	OTU_3061	1.04263193443526	1.3427840697231e-10	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__
NB	OTU_5176	0.228915308434718	0.000865104518096334	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__Paracoccus: s__aminovorans
NB	OTU_33552	-0.113560230196854	0.000183602397249171	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus
NB	OTU_49467	-0.101165660072669	0.00507058942878498	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__
NB	OTU_635	-0.261176331568115	0.00119633266578095	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Micrococcaceae: g__Nesterenkonia: s__
NB	OTU_314	0.292393148712211	4.93627767452042e-05	k__Bacteria: p__[Thermi]: c__Deinococci: o__Deinococcales: f__Deinococcaceae: g__Deinococcus: s__
NB	OTU_25	-0.0898081866320196	0.0465172148900719	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__mitochondria: g__: s__
NB	OTU_312	0.750504992330403	2.55640061885863e-18	k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfovibrionales: f__Desulfovibrionaceae: g__: s__
NB	OTU_33449	-0.204406126291935	0.00402023789546545	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Enterobacteriales: f__Enterobacteriaceae: g__: s__
NB	OTU_11125	0.158804768961203	0.044319024715538	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__rhizosphaerae
NB	OTU_4489	0.228455068711326	0.0434978221358449	k__Bacteria: p__Fusobacteria: c__Fusobacteriia: o__Fusobacteriales: f__Fusobacteriaceae: g__Fusobacterium: s__
NB	OTU_1403	0.329986218617146	0.0269575003999348	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Actinomycetaceae: g__: s__
NB	OTU_14739	-0.212234796998017	0.001817379714997	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Enterobacteriales: f__Enterobacteriaceae: g__: s__
NB	OTU_871	0.530793447983231	5.56410794378401e-07	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Ruminococcaceae: g__: s__
NB	OTU_226	0.623505880110746	2.22854327042732e-08	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Bacteroidaceae: g__Bacteroides: s__
NB	OTU_4709	0.366617108960996	0.0160096382952957	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Bacteroidaceae: g__Bacteroides: s__
NB	OTU_1545	0.676231935078537	0.000602280078264182	Unassigned
NB	OTU_27653	0.297891710109444	0.000223994837517873	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Microbacteriaceae: g__Leucobacter: s__
