OTU_IDs	Poiss_Coeff	Poiss_pval	Poiss_qval	NB_Coeff	NB_pval	NB_qval	ZINB_Coeff	ZINB_pval	ZINB_qval	mean in group High	mean in group Low	High_minus_Low_mean	ttest_pval	ttest_qval	KW_pval	KW_qval	NB_Coeff_Estimate_Error	# of 0's in High	# of 0's in Low	# of non-zeroes in High	# of non-zeroes in Low	Total count in High	Total count in Low	mean_otu	variance_otu	var/mean ratio	Shapiro_Wilk_Normality_pvalue	taxonomy	pois_filt_pval	pois_filt_qval	nb_filt_pval	nb_filt_qval	zinb_filt_pval	zinb_filt_qval	aic.pois	aic.nb	aic.zinb	bic.pois	bic.nb	bic.zinb	aic.filt.pois	aic.filt.nb	aic.filt.zinb	bic.filt.pois	bic.filt.nb	bic.filt.zinb	aic.nonfilt.best	bic.nonfilt.best	aic.filt.best	bic.filt.best
OTU_1721	1.09343349479103	3.51228432020168e-26	5.79526912833277e-26	1.09343349479103	0.721673388107785	0.866008065729342	NA	NA	NA	813.307692307692	889.297872340426	-75.9901800327333	0.786217425549337	0.926613394397433	0.899161223411072	0.954111368667977	no	0	0	26	47	21146	41797	862.232876712329	1848355.73668189	2143.68506073396	1.6311305061709e-14	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__sciuri	3.64643936847748e-94	1.75604843271415e-93	0.416421519788101	0.758616839695353	NA	NA	77989.0397745446	1138.72299592234	NA	77993.6206934269	1145.59437424579	NA	42046.3348871597	1096.96919087943	NA	42050.915806042	1103.84056920288	NA	NB	NB	NB	NB
OTU_5128	0.955830874197273	0.651317222274451	0.664746443352275	0.95583086453003	0.91870596844945	0.949451857007903	0.955864207473395	0.918768780725593	0.948619481561051	6.07692307692308	5.80851063829787	0.268412438625204	0.933810437688189	0.960105725125057	0.602773827638551	0.884194366979735	no	8	18	18	29	158	273	5.9041095890411	216.587899543379	36.6842614075793	1.51817254105416e-15	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Enterobacteriales: f__Enterobacteriaceae: g__Morganella: s__	0.122108454911693	0.150985454384053	0.547650218145062	0.840359817498457	0.55820681691431	0.900974032346241	1313.67735947111	380.678449690281	382.678643045867	1318.2582783534	387.549828013726	391.840480810461	473.010361293252	305.291361956008	306.993821396534	477.591280175549	312.162740279453	316.155659161128	NB	NB	NB	NB
OTU_16	0.605814136207949	0	0	0.605814136207927	0.0675258555738924	0.205694144671241	NA	NA	NA	2864.23076923077	1735.1914893617	1129.03927986907	0.25987113206846	0.659994029473068	0.065308065381369	0.683696100545671	no	0	0	26	47	74470	81554	2137.31506849315	15276369.0243531	7147.45769098201	1.00011415295048e-14	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__	7.1694768343074e-188	5.24805704271302e-187	0.37826281176665	0.739898686752348	NA	NA	244064.667355824	1264.3468814912	NA	244069.248274707	1271.21825981465	NA	66089.9238706313	1132.171129168	NA	66094.5047895136	1139.04250749144	NA	NB	NB	NB	NB
OTU_65	3.01889492312222	0	0	3.01889492309983	0.000945341859642966	0.00850807673678669	NA	NA	NA	170.423076923077	514.489361702128	-344.066284779051	0.0428948897924006	0.659994029473068	0.0124154584997177	0.306118623647091	no	0	0	26	47	4431	24181	391.945205479452	789482.580289193	2014.2677324588	3.27871126861485e-15	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Lactobacillaceae: g__Lactobacillus: s__	2.3941309772874e-96	1.18412424011782e-95	0.214534190523072	0.633926962038997	NA	NA	60385.9923950994	982.160866996544	NA	60390.5733139817	989.03224531999	NA	21370.478224251	878.233129039056	NA	21375.0591431333	885.104507362501	NA	NB	NB	NB	NB
OTU_22047	0.642712103822724	4.88104930032991e-07	6.44298507643548e-07	0.642712103822725	0.12710707895703	0.322656431198615	0.642707106742587	0.127097320793338	0.358863023416484	9.26923076923077	5.95744680851064	3.31178396072013	0.268565770340296	0.659994029473068	0.807974438490636	0.954111368667977	no	4	7	22	40	241	280	7.13698630136986	97.0920852359208	13.6040733631904	1.28328360776984e-11	k__Bacteria: p__Actinobacteria: c__Thermoleophilia: o__Solirubrobacterales: f__Patulibacteraceae: g__: s__	0.0722100302405956	0.0937194009505602	0.540405124622632	0.8364531494159	0.540379552277661	0.900974032346241	880.683739417641	443.994735523166	445.99501580293	885.264658299938	450.866113846611	455.156853567523	722.741967740707	425.982134661768	427.982467681557	727.322886623004	432.853512985213	437.14430544615	NB	NB	NB	NB
OTU_76	8.26127064581534	0	0	8.26127064424935	1.89762501645432e-05	0.00041747750361995	8.26407387758401	1.89037416486087e-05	0.000302459866377739	71.5	590.68085106383	-519.18085106383	0.0733208368958909	0.659994029473068	0.548893258916949	0.869446922124447	no	3	4	23	43	1859	27762	405.767123287671	2458950.95890411	6060.00540157321	2.75561954053113e-17	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Prevotellaceae: g__Prevotella: s__	1.0497503268401e-19	2.49486116638621e-19	0.201395928168637	0.633926962038997	0.162924722173951	0.708229961416844	121207.76480049	816.347308070848	818.348132240196	121212.345719372	823.218686394293	827.50997000479	2795.15384804704	535.488039413324	536.858017560783	2799.73476692933	542.359417736769	546.019855325377	NB	NB	NB	NB
OTU_20	1.05474323624854	6.06088820386961e-09	8.33372128032071e-09	1.05474323755524	0.829328635348366	0.89242972716835	NA	NA	NA	697.961538461538	736.170212765957	-38.208674304419	0.853047512257023	0.929339470415041	0.467996126985513	0.86115530665761	no	0	0	26	47	18147	34600	722.561643835616	638176.610730594	883.214070626449	2.7379501359686e-09	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__[Tissierellaceae]: g__Finegoldia: s__	NA	NA	NA	NA	NA	NA	52612.6250139783	1113.12071802835	NA	52617.2059328606	1119.99209635179	NA	NA	NA	NA	NA	NA	NA	NB	NB	NA	NA
OTU_267	0.947019867523992	0.0928341764046317	0.104978357719027	0.94701986754967	0.804207656555235	0.891966298785593	0.957282718500724	0.839758061373462	0.895741932131693	58.0769230769231	55	3.07692307692308	0.857142704550033	0.929339470415041	0.81774777767417	0.954111368667977	no	0	1	26	46	1510	2585	56.0958904109589	3929.5601217656	70.0507665174332	1.59318763560832e-11	k__Bacteria: p__Bacteroidetes: c__Cytophagia: o__Cytophagales: f__Cytophagaceae: g__Hymenobacter: s__	5.9133748048947e-05	9.83770535723391e-05	0.466274394805779	0.767078790246697	0.395629866436717	0.897416209846099	3827.44631470661	739.034222350399	740.736719093975	3832.02723358891	745.905600673844	749.898556858568	2466.18316002265	693.395729039007	694.024736982084	2470.76407890494	700.267107362452	703.186574746677	NB	NB	NB	NB
OTU_191	1.10354286269131	0.000760635078976317	0.000918327717300675	1.10354286269131	0.739707280320824	0.877018212595947	1.10353163025695	0.739732832088659	0.876720393586559	67.4230769230769	74.4042553191489	-6.98117839607201	0.75319963520488	0.902977334957753	0.616210416241023	0.884194366979735	no	0	1	26	46	1753	3497	71.9178082191781	10020.0487062405	139.326391534392	1.89690750873794e-11	k__Bacteria: p__Fusobacteria: c__Fusobacteriia: o__Fusobacteriales: f__Leptotrichiaceae: g__Leptotrichia: s__	0.0552312125056812	0.0721950849181404	0.840802517912785	0.972066022188656	0.840789777851476	0.974455607406372	7389.79148556127	769.863016348821	771.863571222014	7394.37240444357	776.734394672266	781.025408986608	5976.11717180577	747.498327599315	749.49862185831	5980.69809068807	754.36970592276	758.660459622904	NB	NB	NB	NB
OTU_15259	1.99213721120171	1.6262099338157e-250	5.96276975732423e-250	1.99213721120171	0.00803542139489649	0.0454575267482716	NA	NA	NA	118.230769230769	235.531914893617	-117.301145662848	0.0515726166410493	0.659994029473068	0.179556551658459	0.683696100545671	no	0	0	26	47	3074	11070	193.753424657534	94679.0772450533	488.657567794746	6.87249616264057e-14	k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Neisseriales: f__Neisseriaceae: g__Neisseria: s__	8.07948397472064e-40	2.38475091511916e-39	0.220011281207975	0.633926962038997	NA	NA	18158.3091905914	913.338512324911	NA	18162.8901094737	920.209890648356	NA	8302.8748949961	839.206343656109	NA	8307.45581387839	846.077721979555	NA	NB	NB	NB	NB
OTU_13	1.30163824582113	0	0	1.30163824582264	0.23723677085987	0.443140383304285	NA	NA	NA	1116.26923076923	1452.97872340426	-336.709492635025	0.269603746898843	0.659994029473068	0.230900176878598	0.737390887451007	no	0	0	26	47	29023	68290	1333.05479452055	1751900.30251142	1314.19976861605	7.00819402658389e-09	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pasteurellales: f__Pasteurellaceae: g__Haemophilus	6.61770424486927e-55	2.47150995267567e-54	0.600516544114814	0.871381565200214	NA	NA	76559.9122823739	1199.96368568404	NA	76564.4932012562	1206.83506400749	NA	59173.9933708287	1151.78569199181	NA	59178.574289711	1158.65707031526	NA	NB	NB	NB	NB
OTU_4	1.3599853662242	0	0	1.35998536624599	0.181996950944553	0.37969779878019	NA	NA	NA	5748.65384615385	7818.08510638298	-2069.43126022913	0.211477368234343	0.659994029473068	0.109325788840077	0.683696100545671	no	0	0	26	47	149465	367450	7081.02739726027	51219853.1381279	7233.39287713325	1.30269899826384e-08	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Streptococcaceae: g__Streptococcus: s__	0	0	0.324954372191526	0.70935298192665	NA	NA	419516.465270272	1444.16843257495	NA	419521.046189155	1451.03981089839	NA	359860.108740261	1415.85340926811	NA	359864.689659144	1422.72478759155	NA	NB	NB	NB	NB
OTU_30	1.27620530023986	2.53202289601557e-221	8.21869726903414e-221	1.27620530023952	0.367152010595753	0.563535644170226	NA	NA	NA	934.769230769231	1192.95744680851	-258.18821603928	0.557271798139369	0.799563884286921	0.981618929640004	0.981618929640004	no	0	0	26	47	24304	56069	1101	4895060.52777778	4446.01319507518	8.49610737440461e-16	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Xanthomonadales: f__Xanthomonadaceae: g__: s__	5.3666230010948e-235	4.91046004600174e-234	0.216772809189587	0.633926962038997	NA	NA	129746.597055615	1171.58423576407	NA	129751.177974497	1178.45561408751	NA	45687.9471369095	1093.01341061289	NA	45692.5280557918	1099.88478893633	NA	NB	NB	NB	NB
OTU_6	1.34042256808578	0	0	1.34042256808474	0.322327921234886	0.545478020551346	NA	NA	NA	6626.53846153846	8882.36170212766	-2255.8232405892	0.45193778324321	0.737140258487657	0.686810195405076	0.934436121772848	no	0	0	26	47	172290	417471	8078.91780821918	212708320.076484	26328.8134779738	5.92226538559304e-14	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__	0	0	0.218938032290733	0.633926962038997	NA	NA	1019992.88391408	1455.91312174693	NA	1019997.46483296	1462.78450007037	NA	317425.992872537	1291.60802488596	NA	317430.573791419	1298.47940320941	NA	NB	NB	NB	NB
OTU_134	0.474283315370367	0	0	0.474283315373324	0.0263896136090758	0.108857156137438	NA	NA	NA	306.038461538462	145.148936170213	160.889525368249	0.472154117786134	0.746834991407065	0.699524993769913	0.934436121772848	no	0	0	26	47	7957	6822	202.452054794521	473062.167808219	2336.66271398606	1.63688505350617e-17	k__Bacteria: p__Fusobacteria: c__Fusobacteriia: o__Fusobacteriales: f__Leptotrichiaceae: g__Leptotrichia: s__	0.000270863529609847	0.000423658341184633	0.642904271092114	0.887108219026328	NA	NA	42311.1271121882	893.042932930709	NA	42315.7080310704	899.914311254154	NA	4094.21773043667	715.815497369652	NA	4098.79864931896	722.686875693097	NA	NB	NB	NB	NB
OTU_5691	1.4176428977663	0	0	1.4176428977663	0.199569232681238	0.402659188266357	NA	NA	NA	637.423076923077	903.63829787234	-266.215220949264	0.320860148591306	0.670069881530217	0.981618646130139	0.981618929640004	no	0	0	26	47	16573	42471	808.821917808219	1542377.87062405	1906.94371241033	4.22205063411767e-13	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Corynebacteriaceae: g__Corynebacterium: s__	7.05074270569178e-168	4.60816398264856e-167	0.218818023782744	0.633926962038997	NA	NA	81479.2922181293	1125.33538708579	NA	81483.8731370116	1132.20676540924	NA	37867.6101182341	1038.38091427258	NA	37872.1910371164	1045.25229259603	NA	NB	NB	NB	NB
OTU_114	0.594690673352629	0	0	0.5946906733559	0.0145473871060748	0.0738559653077644	NA	NA	NA	433.230769230769	257.63829787234	175.592471358429	0.0656283609134902	0.659994029473068	0.131271022017626	0.683696100545671	no	0	0	26	47	11264	12109	320.178082191781	111956.037290715	349.668023883208	1.18328635815919e-09	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Microbacteriaceae: g__Curtobacterium: s__	6.31569856565124e-174	4.2806401389414e-173	0.066904517541856	0.410394591069673	NA	NA	18485.4662559082	986.529084292829	NA	18490.0471747905	993.400462616274	NA	15926.9751775617	964.663803016001	NA	15931.556096444	971.535181339446	NA	NB	NB	NB	NB
OTU_41753	0.619640917513258	2.17641673384037e-10	3.05624477518009e-10	0.619640917513258	0.103231542363947	0.276214126865696	0.619628325962633	0.103215442431202	0.309646327293606	12.8076923076923	7.93617021276596	4.87152209492635	0.22516112008582	0.659994029473068	0.211989391571514	0.70428404606969	no	2	7	24	40	333	373	9.67123287671233	233.807077625571	24.1755193578848	2.60161863105042e-13	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Rhizobiaceae: g__Agrobacterium: s__	6.41766845721416e-05	0.000105804804294612	0.162548894793415	0.608153954271137	0.165109829364497	0.708229961416844	1235.47127628261	483.951497037025	485.951960552902	1240.05219516491	490.82287536047	495.113798317495	684.928170105451	426.528516861695	428.403819481071	689.509088987748	433.39989518514	437.565657245664	NB	NB	NB	NB
OTU_197	0.918691111239941	1.33998276535615e-06	1.71171991961624e-06	0.91869111124737	0.787855743204432	0.882270776692642	NA	NA	NA	200.192307692308	183.914893617021	16.2774140752864	0.87584019144919	0.93738571841589	0.777751102012417	0.949250175241478	no	0	0	26	47	5205	8644	189.712328767123	152163.54109589	802.075131778468	8.90034378345044e-15	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Bacillaceae: g__Bacillus: s__	7.55127308124292e-38	2.1591921466679e-37	0.180704976155743	0.633173238533625	NA	NA	29088.5653370084	903.118130210385	NA	29093.1462558907	909.98950853383	NA	6357.02251189791	758.255104233355	NA	6361.60343078021	765.1264825568	NA	NB	NB	NB	NB
OTU_28	0.777046259954021	2.34204642455143e-258	8.7495319256827e-258	0.777046261315749	0.364023118443012	0.563098261341534	NA	NA	NA	1219.73076923077	947.787234042553	271.943535188216	0.471838410861698	0.746834991407065	0.712404504247695	0.939659095517806	no	0	0	26	47	31713	44546	1044.64383561644	2112972.14916286	2022.67229951729	9.04588967510007e-12	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Corynebacteriaceae: g__Corynebacterium: s__	5.77118907467443e-100	3.10625764901594e-99	0.458592550513182	0.767078790246697	NA	NA	99640.9887715495	1162.43367738393	NA	99645.5696904318	1169.30505570737	NA	49558.9775506829	1058.30236243967	NA	49563.5584695652	1065.17374076312	NA	NB	NB	NB	NB
OTU_41490	1.09854801910997	8.48652057282583e-35	1.52757370310865e-34	1.09854801331201	0.762289598595296	0.877519421638771	NA	NA	NA	991.192307692308	1088.87234042553	-97.6800327332243	0.887475552107035	0.944732039339747	0.632598452334827	0.901111464476948	no	0	0	26	47	25771	51177	1054.08219178082	9914866.46537291	9406.16067957871	3.04914032286192e-17	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__johnsonii	8.56434335504289e-07	1.56727483397285e-06	0.821688328145167	0.972066022188656	NA	NA	198093.609820559	1154.60658524098	NA	198098.190739441	1161.47796356442	NA	34874.8152298613	1047.68779277711	NA	34879.3961487436	1054.55917110055	NA	NB	NB	NB	NB
OTU_34504	0.900673580669304	0.100454418703589	0.112372739566727	0.900673580669304	0.715201767715036	0.863475304924251	0.900650271116191	0.715135925752366	0.858163110902839	15.3076923076923	13.7872340425532	1.52045826513912	0.761602095646186	0.902977334957753	0.466780412014275	0.86115530665761	no	1	2	25	45	398	648	14.3287671232877	462.057077625571	32.2468132568515	1.36096563276042e-12	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Sphingomonadales: f__Sphingomonadaceae: g__Kaistobacter: s__	2.41788586692469e-05	4.25454916968479e-05	0.234792585156767	0.633926962038997	0.234774915872483	0.782482677558606	1732.10394971801	542.578164242616	544.57851350654	1736.68486860031	549.449542566061	553.740351271133	1026.2006991768	485.396251159655	487.396553865896	1030.7816180591	492.2676294831	496.558391630489	NB	NB	NB	NB
OTU_49	1.40358534308531	3.55664644296657e-159	9.38954660943175e-159	1.40358534305931	0.276087928116224	0.488084015776896	NA	NA	NA	337.115384615385	473.170212765957	-136.054828150573	0.478542367468012	0.746834991407065	0.612233466176813	0.884194366979735	no	0	0	26	47	8765	22239	424.712328767123	845301.624429224	1990.29217466563	3.27617330243019e-15	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Caulobacterales: f__Caulobacteraceae: g__Brevundimonas: s__diminuta	2.38625900856423e-06	4.32361780759658e-06	0.769969324475259	0.966234498059097	NA	NA	64720.2588845127	1020.19981575171	NA	64724.839803395	1027.07119407516	NA	19822.719456527	900.632615081953	NA	19827.3003754092	907.503993405398	NA	NB	NB	NB	NB
OTU_28490	1.46295523172427	2.72834247880272e-53	5.68644011371514e-53	1.46295525100326	0.152105669948653	0.345373277403823	NA	NA	NA	86.4615384615385	126.489361702128	-40.0278232405892	0.233637181826855	0.659994029473068	0.104280739319352	0.683696100545671	no	0	0	26	47	2248	5945	112.232876712329	19934.0977929985	177.613711569497	1.12388338822494e-10	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Micrococcaceae: g__Rothia: s__mucilaginosa	4.16102250775508e-53	1.46435984407535e-52	0.0847493580921619	0.457132901224388	NA	NA	9755.66976231289	838.335902016988	NA	9760.25068119519	845.207280340433	NA	6421.49630737261	776.499396349737	NA	6426.07722625491	783.370774673182	NA	NB	NB	NB	NB
OTU_3	0.856786598129211	8.06254531723029e-277	3.13016465257176e-276	0.856786598125095	0.466837808261123	0.669938605463715	NA	NA	NA	3348.38461538462	2868.85106382979	479.533551554828	0.508226012549192	0.766223362794205	0.48223693714646	0.86115530665761	no	0	0	26	47	87058	134836	3039.64383561644	9425764.98249619	3100.94389087682	2.87902871734378e-10	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Corynebacteriaceae: g__Corynebacterium: s__	0	0	0.149797374442313	0.590229864076465	NA	NA	165311.213102739	1319.18437808361	NA	165315.794021621	1326.05575640705	NA	121865.9328088	1285.83637951017	NA	121870.513727682	1292.70775783362	NA	NB	NB	NB	NB
